33,83	137
33,87	100,5
33,91	100,5
33,95	76,5
33,99	74,5
34,03	42
34,07	37,5
34,11	52,5
34,15	34,5
34,19	35,5
34,23	29
34,27	26,5
34,31	24,5
34,35	29,5
34,39	33,5
34,43	25,5
34,47	21
34,51	18,5
34,55	24,5
34,59	27
34,63	21
34,67	27,5
34,71	16,5
34,75	32
34,79	22,5
34,83	27,5
34,87	24,5
34,91	20
34,95	21
34,99	18,5
35,03	26,5
35,07	22,5
35,11	16
35,15	25,5
35,19	19,5
35,23	24
35,27	21,5
35,31	23,5
35,35	23
35,39	18,5
35,43	25
35,47	17,5
35,51	22
35,55	23,5
35,59	23
35,63	17
35,67	23,5
35,71	21,5
35,75	23
35,79	25,5
35,83	22
35,87	24,5
35,91	22,5
35,95	17,5
35,99	26
36,03	20
36,07	22,5
36,11	29,5
36,15	20
36,19	29,5
36,23	25,5
36,27	28,5
36,31	28,5
36,35	38
36,39	35
36,43	36,5
36,47	45,5
36,51	65,5
36,55	69
36,59	96
36,63	109,5
36,67	127,5
36,71	140,5
36,75	154,5
36,79	159
36,83	158
36,87	137
36,91	138
36,95	111
36,99	86,5
37,03	63,5
37,07	54,5
37,11	40,5
37,15	40
37,19	29,5
37,23	34,5
37,27	21,5
37,31	29
37,35	15,5
37,39	25
37,43	18
37,47	19
37,51	20
37,55	20,5
37,59	23
37,63	22,5
37,67	18,5
37,71	18,5
37,75	22,5
37,79	19,5
37,83	20
37,87	16
37,91	24,5
37,95	21,5
37,99	23,5
38,03	18
38,07	18
38,11	28,5
38,15	31
38,19	44
38,23	39,5
38,27	37,5
38,31	55,5
38,35	51,5
38,39	46
38,43	41
38,47	31,5
38,51	26,5
38,55	30,5
38,59	34
38,63	27
38,67	24,5
38,71	23
38,75	16
38,79	15,5
38,83	19
38,87	16,5
38,91	19,5
38,95	20
38,99	19,5
39,03	24,5
39,07	19,5
39,11	18
39,15	14
39,19	13
39,23	13
39,27	18,5
39,31	16,5
39,35	18
39,39	11
39,43	15,5
39,47	20
39,51	17
39,55	20,5
39,59	23,5
39,63	19
39,67	15
39,71	12
39,75	17,5
39,79	17
39,83	20
39,87	20
39,91	17,5
39,95	18,5
39,99	16
40,03	17,5
40,07	16,5
40,11	17,5
40,15	21
40,19	22
40,23	18,5
40,27	19,5
40,31	20
40,35	16
40,39	24,5
40,43	18,5
40,47	20
40,51	17
40,55	20,5
40,59	23
40,63	21,5
40,67	21
40,71	22
40,75	20,5
40,79	20,5
40,83	21
40,87	37
40,91	32
40,95	39,5
40,99	44,5
41,03	58
41,07	76
41,11	93
41,15	102,5
41,19	131
41,23	158
41,27	145
41,31	157,5
41,35	154,5
41,39	154
41,43	119,5
41,47	101
41,51	102
41,55	64,5
41,59	58
41,63	48,5
41,67	37,5
41,71	31
41,75	33,5
41,79	25,5
41,83	27
41,87	19,5
41,91	20,5
41,95	17,5
41,99	21
42,03	18,5
42,07	22
42,11	18,5
42,15	16
42,19	22,5
42,23	16
42,27	23,5
42,31	23,5
42,35	26
42,39	17
42,43	21,5
42,47	25,5
42,51	37
42,55	34
42,59	43
42,63	43,5
42,67	48
42,71	45,5
42,75	50,5
42,79	42,5
42,83	49,5
42,87	35
42,91	34,5
42,95	29,5
42,99	23,5
43,03	22,5
43,07	24
43,11	18,5
43,15	15,5
43,19	19,5
43,23	25
43,27	19,5
43,31	22,5
43,35	17
43,39	13
43,43	12
43,47	16
43,51	19,5
43,55	11,5
43,59	16,5
43,63	10,5
43,67	16
43,71	17,5
43,75	15,5
43,79	15,5
43,83	14
43,87	13,5
43,91	17,5
43,95	20
43,99	12
44,03	10
44,07	10
44,11	16
44,15	10
44,19	15,5
44,23	12
44,27	16,5
44,31	13
44,35	18
44,39	13,5
44,43	16
44,47	12,5
44,51	13,5
44,55	14
44,59	14
44,63	14,5
44,67	17,5
44,71	16
44,75	15
44,79	18,5
44,83	15,5
44,87	16
44,91	16,5
44,95	18
44,99	11
45,03	14
45,07	16
45,11	17,5
45,15	14,5
45,19	10
45,23	14,5
45,27	14,5
45,31	14,5
45,35	14
45,39	12,5
45,43	17
45,47	14,5
45,51	16
45,55	17
45,59	17,5
45,63	13,5
45,67	13,5
45,71	17
45,75	20
45,79	16,5
45,83	17
45,87	20
45,91	12
45,95	17,5
45,99	18
46,03	13
46,07	20
46,11	19,5
46,15	19
46,19	26,5
46,23	22,5
46,27	27,5
46,31	34,5
46,35	38,5
46,39	40,5
46,43	52
46,47	55,5
46,51	67,5
46,55	93,5
46,59	116,5
46,63	141,5
46,67	137,5
46,71	154
46,75	172
46,79	142
46,83	150,5
46,87	127,5
46,91	100
46,95	109,5
46,99	92,5
47,03	65
47,07	58
47,11	50,5
47,15	39
47,19	30,5
47,23	33
47,27	25
47,31	17
47,35	16,5
47,39	24
47,43	23
47,47	19
47,51	18
47,55	15,5
47,59	14,5
47,63	12,5
47,67	21,5
47,71	13
47,75	17
47,79	17
47,83	21,5
47,87	17,5
47,91	18
47,95	19
47,99	12
48,03	15,5
48,07	14,5
48,11	17,5
48,15	19
48,19	15
48,23	21
48,27	11,5
48,31	14
48,35	11
48,39	13
48,43	13
48,47	14,5
48,51	14,5
48,55	16,5
48,59	15,5
48,63	17,5
48,67	14
48,71	13,5
48,75	18,5
48,79	9,5
48,83	12,5
48,87	15
48,91	9,5
48,95	16,5
48,99	15
49,03	11
49,07	14,5
49,11	15,5
49,15	15,5
49,19	11,5
49,23	16
49,27	14,5
49,31	12
49,35	9,5
49,39	13
49,43	18,5
49,47	12,5
49,51	14,5
49,55	12,5
49,59	16
49,63	13,5
49,67	14
49,71	14,5
49,75	18,5
49,79	10
49,83	15
49,87	16,5
49,91	13,5
49,95	14
49,99	15
50,03	11,5
50,07	15
50,11	11
50,15	13
50,19	15,5
50,23	11,5
50,27	8,5
50,31	15
50,35	12
50,39	13
50,43	15
50,47	12,5
50,51	10,5
50,55	16
50,59	11,5
50,63	14
50,67	10
50,71	18,5
50,75	16,5
50,79	11,5
50,83	12
50,87	10
50,91	15
50,95	13
50,99	16,5
51,03	13
51,07	11
51,11	18
51,15	16
51,19	12,5
51,23	11,5
51,27	13
51,31	17,5
51,35	18
51,39	17
51,43	17,5
51,47	20
51,51	18,5
51,55	23
51,59	29
51,63	25,5
51,67	31
51,71	26,5
51,75	30
51,79	36,5
51,83	29
51,87	23
51,91	20,5
51,95	23,5
51,99	18
52,03	19,5
52,07	20
52,11	25,5
52,15	18,5
52,19	22,5
52,23	21,5
52,27	17,5
52,31	22,5
52,35	14,5
52,39	17
52,43	20,5
52,47	25,5
52,51	29,5
52,55	30,5
52,59	38
52,63	40,5
52,67	57
52,71	57
52,75	66
52,79	88,5
52,83	88
52,87	101,5
52,91	105,5
52,95	102,5
52,99	104,5
53,03	102
53,07	91,5
53,11	80
53,15	57,5
53,19	51
53,23	41
53,27	41,5
53,31	35
53,35	29,5
53,39	28
53,43	24
53,47	19,5
53,51	23,5
53,55	18,5
53,59	15,5
53,63	20,5
53,67	17
53,71	15,5
53,75	15,5
53,79	14
53,83	20
53,87	10
53,91	19
53,95	22
53,99	12
54,03	15,5
54,07	13,5
54,11	8
54,15	18
54,19	13
54,23	18
54,27	15,5
54,31	22,5
54,35	19,5
54,39	17
54,43	21,5
54,47	17
54,51	17
54,55	16
54,59	26
54,63	27,5
54,67	26,5
54,71	29
54,75	26
54,79	39,5
54,83	32
54,87	42
54,91	50,5
54,95	58,5
54,99	74,5
55,03	85,5
55,07	99,5
55,11	123
55,15	166,5
55,19	165,5
55,23	163,5
55,27	171,5
55,31	182
55,35	162
55,39	152,5
55,43	138
55,47	100
55,51	105,5
55,55	88,5
55,59	68
55,63	53,5
55,67	56
55,71	37,5
55,75	30
55,79	31
55,83	28,5
55,87	32,5
55,91	25
55,95	27
55,99	32,5
56,03	23,5
56,07	30
56,11	33,5
56,15	37
56,19	38,5
56,23	47,5
56,27	51
56,31	50,5
56,35	59,5
56,39	61,5
56,43	67
56,47	70
56,51	55
56,55	49
56,59	53
56,63	42,5
56,67	46,5
56,71	31
56,75	38,5
56,79	31
56,83	25
56,87	23
56,91	32,5
56,95	27
56,99	26
57,03	31,5
57,07	36,5
57,11	45
57,15	35,5
57,19	54
57,23	66
57,27	69,5
57,31	96
57,35	100,5
57,39	128,5
57,43	128,5
57,47	136
57,51	155
57,55	160
57,59	139,5
57,63	131
57,67	135
57,71	118,5
57,75	91,5
57,79	81,5
57,83	63
57,87	58,5
57,91	39,5
57,95	31
57,99	31
58,03	28,5
58,07	28,5
58,11	19,5
58,15	16
58,19	17
58,23	27
58,27	14
58,31	17,5
58,35	19
58,39	16,5
58,43	13,5
58,47	14
58,51	14,5
58,55	12,5
58,59	15,5
58,63	14,5
58,67	9,5
58,71	10,5
58,75	12
58,79	13,5
58,83	11,5
58,87	15
58,91	12
58,95	14,5
58,99	11
59,03	11,5
59,07	13,5
59,11	13
59,15	15
59,19	10,5
59,23	9,5
59,27	14,5
59,31	13,5
59,35	12
59,39	12,5
59,43	15
59,47	16
59,51	14
59,55	20
59,59	12,5
59,63	10,5
59,67	12,5
59,71	11,5
59,75	11,5
59,79	11,5
59,83	12,5
59,87	20,5
59,91	9,5
59,95	14
59,99	11
60,03	21
60,07	12
60,11	16,5
60,15	12
60,19	12,5
60,23	14
60,27	13
60,31	13,5
60,35	16
60,39	14,5
60,43	13
60,47	20,5
60,51	21
60,55	17
60,59	28,5
60,63	17,5
60,67	26,5
60,71	29
60,75	34
60,79	39,5
60,83	39
60,87	37,5
60,91	33,5
60,95	35,5
60,99	28
61,03	24,5
61,07	25,5
61,11	21
61,15	26,5
61,19	31
61,23	18
61,27	18
61,31	18,5
61,35	22
61,39	13
61,43	23,5
61,47	27
61,51	25,5
61,55	25
61,59	27
61,63	34,5
61,67	36,5
61,71	43
61,75	52
61,79	54,5
61,83	65
61,87	64,5
61,91	60,5
61,95	62
61,99	64,5
62,03	62
62,07	58
62,11	43
62,15	34,5
62,19	29,5
62,23	30
62,27	21,5
62,31	27,5
62,35	18
62,39	14,5
62,43	17
62,47	19,5
62,51	11,5
62,55	15
62,59	12,5
62,63	12
62,67	18
62,71	11
62,75	12
62,79	13,5
62,83	11
62,87	9
62,91	17,5
62,95	12,5
62,99	13,5
63,03	18
63,07	18
63,11	15
63,15	10,5
63,19	10
63,23	8,5
63,27	15
63,31	11
63,35	12
63,39	11,5
63,43	11,5
63,47	8,5
63,51	8,5
63,55	12
63,59	13
63,63	13,5
63,67	11
63,71	9
63,75	13
63,79	10,5
63,83	14,5
63,87	17
63,91	10,5
63,95	13
63,99	9,5
64,03	11
64,07	11
64,11	10,5
64,15	9,5
64,19	12,5
64,23	12,5
64,27	11
64,31	10,5
64,35	11,5
64,39	14
64,43	11
64,47	11
64,51	10,5
64,55	15,5
64,59	11,5
64,63	15
64,67	8
64,71	11
64,75	10,5
64,79	15,5
64,83	10,5
64,87	11
64,91	16
64,95	17,5
64,99	15,5
65,03	16
65,07	14
65,11	18
65,15	20
65,19	15
65,23	17,5
65,27	11
65,31	14
65,35	15
65,39	11,5
65,43	11
65,47	13,5
65,51	13
65,55	10,5
65,59	14
65,63	8
65,67	11
65,71	16,5
65,75	9,5
65,79	11
65,83	12
65,87	13,5
65,91	16,5
65,95	11
65,99	16,5
66,03	14
66,07	15,5
66,11	18,5
66,15	10,5
66,19	17,5
66,23	13
66,27	15
66,31	16
66,35	13,5
66,39	17,5
66,43	12,5
66,47	14,5
66,51	11
66,55	13
66,59	10
66,63	7,5
66,67	13,5
66,71	11
66,75	12
66,79	13,5
66,83	15
66,87	19,5
66,91	13
66,95	12
66,99	12
67,03	10
67,07	11
67,11	16,5
67,15	16,5
67,19	11
67,23	9,5
67,27	13,5
67,31	13,5
67,35	10,5
67,39	8
67,43	13
67,47	11,5
67,51	13,5
67,55	11
67,59	12
67,63	8,5
67,67	12
67,71	12,5
67,75	10
67,79	8,5
67,83	11
67,87	14,5
67,91	12
67,95	7,5
67,99	11
68,03	9,5
68,07	11
68,11	16
68,15	10
68,19	11
68,23	11
68,27	17
68,31	13,5
68,35	14
68,39	13
68,43	14
68,47	14,5
68,51	8,5
68,55	12,5
68,59	11
68,63	10,5
68,67	14
68,71	15
68,75	8
68,79	14,5
68,83	9
68,87	10
68,91	15
68,95	15
68,99	16
69,03	18,5
69,07	20
69,11	14,5
69,15	16
69,19	18
69,23	16,5
69,27	24
69,31	12,5
69,35	13,5
69,39	17
69,43	17
69,47	20,5
69,51	16
69,55	21
69,59	11
69,63	24,5
69,67	18
69,71	12,5
69,75	13
69,79	16,5
69,83	20,5
69,87	24
69,91	24,5
69,95	25,5
69,99	33
