900	0,0074
899,66689	0,0079
899,33378	0,0083
899,00067	0,0074
898,66755	0,0071
898,33444	0,0073
898,00133	0,0073
897,66822	0,008
897,33511	0,0081
897,002	0,0072
896,66889	0,0075
896,33578	0,008
896,00266	0,0082
895,66955	0,0088
895,33644	0,0088
895,00333	0,0088
894,67022	0,008
894,33711	0,0082
894,004	0,0077
893,67089	0,008
893,33777	0,0077
893,00466	0,0078
892,67155	0,0072
892,33844	0,0075
892,00533	0,0076
891,67222	0,0073
891,33911	0,0078
891,006	0,0079
890,67288	0,0079
890,33977	0,008
890,00666	0,0079
889,67355	0,0078
889,34044	0,0078
889,00733	0,0078
888,67422	0,008
888,34111	0,0082
888,00799	0,0083
887,67488	0,0083
887,34177	0,0083
887,00866	0,0081
886,67555	0,0081
886,34244	0,0079
886,00933	0,0078
885,67622	0,0077
885,3431	0,0081
885,00999	0,0085
884,67688	0,0079
884,34377	0,0079
884,01066	0,0077
883,67755	0,0076
883,34444	0,0076
883,01133	0,0079
882,67821	0,0081
882,3451	0,0084
882,01199	0,0078
881,67888	0,0078
881,34577	0,0077
881,01266	0,0083
880,67955	0,0079
880,34644	0,0079
880,01332	0,0077
879,68021	0,008
879,3471	0,0078
879,01399	0,0073
878,68088	0,0082
878,34777	0,0082
878,01466	0,0079
877,68155	0,0077
877,34843	0,0084
877,01532	0,0084
876,68221	0,0087
876,3491	0,0087
876,01599	0,008
875,68288	0,008
875,34977	0,0082
875,01666	0,0082
874,68354	0,0082
874,35043	0,008
874,01732	0,0073
873,68421	0,0076
873,3511	0,0082
873,01799	0,0084
872,68488	0,0087
872,35177	0,0092
872,01865	0,0085
871,68554	0,0082
871,35243	0,0083
871,01932	0,0088
870,68621	0,008
870,3531	0,008
870,01999	0,0073
869,68688	0,0085
869,35376	0,0085
869,02065	0,0087
868,68754	0,0082
868,35443	0,0085
868,02132	0,0085
867,68821	0,0083
867,3551	0,0089
867,02199	0,0086
866,68887	0,0086
866,35576	0,0089
866,02265	0,0086
865,68954	0,0082
865,35643	0,0082
865,02332	0,0082
864,69021	0,0086
864,3571	0,0089
864,02398	0,0091
863,69087	0,0091
863,35776	0,0089
863,02465	0,009
862,69154	0,01
862,35843	0,01
862,02532	0,0102
861,69221	0,0101
861,35909	0,0101
861,02598	0,0096
860,69287	0,0092
860,35976	0,0092
860,02665	0,0093
859,69354	0,0097
859,36043	0,0101
859,02732	0,0098
858,6942	0,0091
858,36109	0,0086
858,02798	0,0085
857,69487	0,0092
857,36176	0,0089
857,02865	0,0089
856,69554	0,0089
856,36243	0,0094
856,02931	0,0092
855,6962	0,0116
855,36309	0,0117
855,02998	0,0111
854,69687	0,0111
854,36376	0,0111
854,03065	0,0109
853,69754	0,0113
853,36442	0,011
853,03131	0,0106
852,6982	0,0108
852,36509	0,0103
852,03198	0,0103
851,69887	0,0105
851,36576	0,0105
851,03264	0,0105
850,69953	0,0101
850,36642	0,0101
850,03331	0,0097
849,7002	0,01
849,36709	0,01
849,03398	0,01
848,70087	0,0108
848,36775	0,0121
848,03464	0,014
847,70153	0,014
847,36842	0,0136
847,03531	0,0136
846,7022	0,0128
846,36909	0,0134
846,03598	0,0135
845,70286	0,0129
845,36975	0,013
845,03664	0,0149
844,70353	0,0157
844,37042	0,0139
844,03731	0,0126
843,7042	0,0138
843,37109	0,0138
843,03797	0,014
842,70486	0,0145
842,37175	0,0138
842,03864	0,014
841,70553	0,0138
841,37242	0,0137
841,03931	0,0137
840,7062	0,0139
840,37308	0,0139
840,03997	0,0132
839,70686	0,0138
839,37375	0,0144
839,04064	0,014
838,70753	0,0145
838,37442	0,0146
838,04131	0,0148
837,70819	0,0151
837,37508	0,0148
837,04197	0,0148
836,70886	0,0148
836,37575	0,015
836,04264	0,0151
835,70953	0,0152
835,37642	0,0152
835,0433	0,0154
834,71019	0,0152
834,37708	0,0152
834,04397	0,0151
833,71086	0,0161
833,37775	0,0162
833,04464	0,0154
832,71153	0,0155
832,37841	0,0155
832,0453	0,0164
831,71219	0,0164
831,37908	0,0173
831,04597	0,0175
830,71286	0,0168
830,37975	0,0159
830,04664	0,0161
829,71352	0,0162
829,38041	0,0162
829,0473	0,0166
828,71419	0,0167
828,38108	0,0172
828,04797	0,0174
827,71486	0,0174
827,38175	0,0174
827,04863	0,0187
826,71552	0,0192
826,38241	0,02
826,0493	0,0195
825,71619	0,0196
825,38308	0,0195
825,04997	0,0196
824,71686	0,0191
824,38374	0,0191
824,05063	0,0191
823,71752	0,0202
823,38441	0,0186
823,0513	0,0162
822,71819	0,0173
822,38508	0,0202
822,05197	0,0233
821,71885	0,0237
821,38574	0,023
821,05263	0,023
820,71952	0,023
820,38641	0,0179
820,0533	0,0199
819,72019	0,0245
819,38708	0,0216
819,05396	0,0211
818,72085	0,0211
818,38774	0,0226
818,05463	0,0214
817,72152	0,0185
817,38841	0,0193
817,0553	0,0227
816,72219	0,0188
816,38907	0,0191
816,05596	0,0227
815,72285	0,0237
815,38974	0,0216
815,05663	0,0216
814,72352	0,0208
814,39041	0,0195
814,0573	0,0195
813,72418	0,0175
813,39107	0,0182
813,05796	0,0187
812,72485	0,0187
812,39174	0,0188
812,05863	0,0183
811,72552	0,0195
811,39241	0,0235
811,05929	0,0249
810,72618	0,0257
810,39307	0,0245
810,05996	0,0234
809,72685	0,0215
809,39374	0,0215
809,06063	0,0195
808,72752	0,0194
808,3944	0,0197
808,06129	0,0206
807,72818	0,0189
807,39507	0,0228
807,06196	0,02
806,72885	0,02
806,39574	0,0204
806,06262	0,0223
805,72951	0,0215
805,3964	0,0198
805,06329	0,0208
804,73018	0,0186
804,39707	0,0202
804,06396	0,0237
803,73085	0,0264
803,39773	0,0264
803,06462	0,027
802,73151	0,024
802,3984	0,0236
802,06529	0,0258
801,73218	0,0231
801,39907	0,0198
801,06596	0,0198
800,73284	0,0198
800,39973	0,0182
800,06662	0,018
799,73351	0,019
799,4004	0,0186
799,06729	0,0176
798,73418	0,0226
798,40107	0,0226
798,06795	0,024
797,73484	0,0215
797,40173	0,0224
797,06862	0,0204
796,73551	0,0202
796,4024	0,0188
796,06929	0,0164
795,73618	0,0187
795,40306	0,0188
795,06995	0,017
794,73684	0,0175
794,40373	0,0175
794,07062	0,0175
793,73751	0,0175
793,4044	0,0176
793,07129	0,0183
792,73817	0,0157
792,40506	0,0153
792,07195	0,0153
791,73884	0,015
791,40573	0,0151
791,07262	0,0154
790,73951	0,0151
790,4064	0,0155
790,07328	0,0162
789,74017	0,0163
789,40706	0,0186
789,07395	0,0172
788,74084	0,0171
788,40773	0,0178
788,07462	0,0178
787,74151	0,0177
787,40839	0,0167
787,07528	0,0167
786,74217	0,0145
786,40906	0,0149
786,07595	0,0157
785,74284	0,0146
785,40973	0,0151
785,07662	0,0151
784,7435	0,0148
784,41039	0,0134
784,07728	0,0133
783,74417	0,0115
783,41106	0,0109
783,07795	0,0123
782,74484	0,0125
782,41173	0,0133
782,07861	0,0132
781,7455	0,0132
781,41239	0,0133
781,07928	0,0123
780,74617	0,013
780,41306	0,0145
780,07995	0,0145
779,74684	0,0142
779,41372	0,0142
779,08061	0,012
778,7475	0,0105
