900	0,0084
899,66667	0,0076
899,33333	0,0079
899	0,0079
898,66667	0,0081
898,33333	0,0081
898	0,0079
897,66667	0,008
897,33333	0,0081
897	0,0082
896,66667	0,0082
896,33333	0,0078
896	0,0078
895,66667	0,0078
895,33333	0,0078
895	0,0081
894,66667	0,0078
894,33333	0,0085
894	0,0084
893,66667	0,008
893,33333	0,0081
893	0,0074
892,66667	0,0074
892,33333	0,0078
892	0,008
891,66667	0,008
891,33333	0,0078
891	0,0077
890,66667	0,008
890,33333	0,0082
890	0,008
889,66667	0,0081
889,33333	0,0084
889	0,0084
888,66667	0,0084
888,33333	0,0082
888	0,0078
887,66667	0,0083
887,33333	0,0083
887	0,0085
886,66667	0,0078
886,33333	0,0083
886	0,0085
885,66667	0,0085
885,33333	0,0082
885	0,0079
884,66667	0,0079
884,33333	0,0079
884	0,0081
883,66667	0,0081
883,33333	0,0083
883	0,0089
882,66667	0,0084
882,33333	0,0079
882	0,0079
881,66667	0,0079
881,33333	0,0079
881	0,0081
880,66667	0,008
880,33333	0,0084
880	0,0084
879,66667	0,0079
879,33333	0,0086
879	0,0082
878,66667	0,0081
878,33333	0,0077
878	0,0078
877,66667	0,0081
877,33333	0,0081
877	0,0081
876,66667	0,0083
876,33333	0,0086
876	0,0083
875,66667	0,0083
875,33333	0,0083
875	0,0083
874,66667	0,0085
874,33333	0,0088
874	0,0085
873,66667	0,0087
873,33333	0,0086
873	0,0086
872,66667	0,0083
872,33333	0,0089
872	0,0082
871,66667	0,0085
871,33333	0,0088
871	0,0086
870,66667	0,0085
870,33333	0,0086
870	0,0088
869,66667	0,0084
869,33333	0,009
869	0,0088
868,66667	0,0085
868,33333	0,0085
868	0,0085
867,66667	0,0084
867,33333	0,0084
867	0,0084
866,66667	0,0085
866,33333	0,0085
866	0,0087
865,66667	0,0083
865,33333	0,0083
865	0,0083
864,66667	0,0083
864,33333	0,0089
864	0,0087
863,66667	0,0089
863,33333	0,009
863	0,0087
862,66667	0,0087
862,33333	0,0091
862	0,0098
861,66667	0,0097
861,33333	0,0094
861	0,0094
860,66667	0,0093
860,33333	0,0089
860	0,0089
859,66667	0,0095
859,33333	0,0098
859	0,0094
858,66667	0,0093
858,33333	0,0093
858	0,009
857,66667	0,0095
857,33333	0,0092
857	0,0094
856,66667	0,0096
856,33333	0,0095
856	0,0095
855,66667	0,0092
855,33333	0,0094
855	0,0099
854,66667	0,0099
854,33333	0,0092
854	0,0091
853,66667	0,0091
853,33333	0,0094
853	0,01
852,66667	0,0098
852,33333	0,0094
